devil#V#-ed|-ed|-s|-ing: num/inf corrected
diagram#V#-med|-med|-s|-ming: num/inf corrected
diagrammatcally#D#: entry deleted
dicky#Ns#-s: num/inf corrected
diction#Ns#: inf corrected for prefixed forms
diffusion#Ns#: inf corrected for prefixed forms
digging#Ns#: num/inf corrected
diggings#Np#: entry deleted
digraph#Ns#-es: num/inf corrected
dioxide#Ns#: inf corrected for prefixed forms
direction#Ns#: num/inf corrected
directions#Np#: entry deleted
disaffection#Ns#: inf corrected for prefixed forms
disannul#V#-ed|-ed|-s|-ing: num/inf corrected
disarrangement#Ns#: inf corrected for prefixed forms
disbelief#Ns#disbelieves: num/inf corrected
discontinuation#Ns#: inf corrected for prefixed forms
discredit#Ns#: inf corrected for prefixed forms
discretion#Ns#: inf corrected for prefixed forms
discrimination#Ns#: num/inf corrected
disembarkation#Ns#: inf corrected for prefixed forms
disembowel#V#-ed|-ed|-s|-ing: num/inf corrected
disengagement#Ns#: inf corrected for prefixed forms
disentanglement#Ns#: inf corrected for prefixed forms
disestablish#V#-ed|-ed|-s|-ing: num/inf corrected
disfavor#Ns#: inf corrected for prefixed forms
disfavour#Ns#: inf corrected for prefixed forms
dishcloth#Ns#-es: num/inf corrected
disinfection#Ns#: inf corrected for prefixed forms
disinterestedness#Ns#: inf corrected for prefixed forms
disorganization#Ns#: inf corrected for prefixed forms
disorientation#Ns#: inf corrected for prefixed forms
displacement#Ns#: inf corrected for prefixed forms
displeasure#Ns#: inf corrected for prefixed forms
dispossess#V#-ed|-ed|-s|-ing: num/inf corrected
disrelish#Ns#-s: num/inf corrected
disrepair#Ns#: inf corrected for prefixed forms
dissemble#V#-d|-d|-s|dissmbling: num/inf corrected
dissemination#Ns#: num/inf corrected
disservice#Ns#: inf corrected for prefixed forms
distemper#Ns#: inf corrected for prefixed forms
distension#Ns#: inf corrected for prefixed forms
distention#Ns#: inf corrected for variant forms
distil#V#-ed|-ed|-s|-ing: num/inf corrected
distraction#Ns#: inf corrected for prefixed forms
disunity#Ns#: inf corrected for prefixed forms
divergency#Ns#-s: num/inf corrected
doggy#Ns#-s: num/inf corrected
dominance#Ns#: inf corrected for prefixed forms
dopey#A#dopeier|dopeiest: num/inf corrected for -ey adj.
dosimetry#Ns#-s: num/inf corrected
dray#Ns#draies: num/inf corrected
dry#Ns#-s: num/inf corrected
duplication#Ns#: inf corrected for prefixed forms
duration#Ns#: inf corrected for prefixed forms
effeminacy#Ns#: num/inf corrected
efficacy#Ns#: inf corrected for prefixed forms
egalitarianism#Ns#: entry deleted
eighteenth#Ns#: num/inf corrected
eighteenths#Np#: entry deleted
eighth#Ns#: num/inf corrected
eighths#Np#: entry deleted
eighties#Np#: entry deleted
eightieth#Ns#: num/inf corrected
eightieths#Np#: entry deleted
eigration#Ns#: entry deleted
electricity#Ns#: num/inf corrected
electrification#V#electrified|electrified|electrifies|-ing: entry deleted
electrocardiograph#Ns#-es: num/inf corrected
electromagnet#Ns#: inf corrected for prefixed forms
eleventh#Ns#: num/inf corrected
elevenths#Np#: entry deleted
emasculate#V#-d|-d|-s|emasculation: num/inf corrected
embus#V#-ed|-ed|-es|-ing: num/inf corrected
emotionaly#D#: entry deleted
empanel#V#-ed|-ed|-s|-ing: num/inf corrected
enamel#V#-ed|-ed|-s|-ing: num/inf corrected
enrol#V#-ed|-ed|-s|-ing: num/inf corrected
enthral#V#-ed|-ed|-s|-ing: num/inf corrected
entrammel#V#-ed|-ed|-s|-ing: num/inf corrected
equality#Ns#: inf corrected for prefixed forms
equity#Ns#-s: num/inf corrected
eschew#V#-ed|-ed|-es|-ing: num/inf corrected
esteem#Ns#: inf corrected for prefixed forms
estimation#Ns#: num/inf corrected
eurythmic#A#: entry deleted
eurythmics#Ns#: entry deleted
evapolative#A#: entry deleted
evapolator#Ns#-s: entry deleted
even#V#-ed|-ed|-s|-ning: num/inf corrected
exclusiveness#Ns#-s: num/inf corrected
expediency#Ns#-s: num/inf corrected
expertness#Ns#: inf corrected for prefixed forms
extol#V#-ed|-ed|-s|-ing: num/inf corrected
extracurriculam#A#: entry deleted
extradition#Ns#: inf corrected for prefixed forms
extraterritoriality#Ns#: num/inf corrected
extraversion#Ns#: inf corrected for prefixed forms
eyeglass#Ns#-s: num/inf corrected
eyelash#Ns#-s: num/inf corrected
eyelet#V#-ed|-ed|-s|-ing: num/inf corrected
eyrie#Ns#eyries: num/inf corrected
eyry#Ns#eyrys: num/inf corrected
facet#V#-ed|-ed|-s|-ing: num/inf corrected
facilities#Ns#-es: num/inf corrected
fairness#Ns#: inf corrected for prefixed forms
famish#V#-ed|-ed|-s|-ing: num/inf corrected
far#A#-ther~further|-thest~furthest: num/inf corrected
far#D#-ther~further|-thest~furthest: num/inf corrected
fascination#Ns#: num/inf corrected
ferret#V#-ted|-ted|-s|-ting: num/inf corrected
ferroconcrete#Ns#: inf corrected for prefixed forms
fetch#Ns#-s: num/inf corrected
fifteenth#Ns#: num/inf corrected
fifteenths#Np#: entry deleted
fifth#Ns#: num/inf corrected
fifths#Np#: entry deleted
filch#V#-ed|-ed|-s|-ing: num/inf corrected
filefish#Ns#-s: num/inf corrected
finery#Ns#: inf corrected for prefixed forms
firth#Ns#-es: num/inf corrected
fitch#Ns#-s: num/inf corrected
fizz#V#-ed|-ed|-es|fizzing: num/inf corrected
flagrances#Ns#: entry deleted
flatter#V#-d|-d|-s|-ing: num/inf corrected
flexibility#Ns#: num/inf corrected
floosy#Ns#-s: num/inf corrected
floozy#Ns#-s: num/inf corrected
floppy#Ns#-s: num/inf corrected
flu#Ns#-es: num/inf corrected
focus#V#-ed|-ed|-es|-ing: num/inf corrected
folky#Ns#-s: num/inf corrected
foodstuff#Ns#-es: num/inf corrected
fooleries#Np#: entry deleted
foolery#Ns#: num/inf corrected
formaly#D#: entry deleted
former#Ns#: inf corrected for prefixed forms
fortieth#Ns#: num/inf corrected
fortieths#Np#: entry deleted
fourteenth#Ns#: num/inf corrected
fourteenths#Np#: entry deleted
fourth#Ns#: num/inf corrected
fourths#Np#: entry deleted
freshen#V#-d|-d|-s|-ing: num/inf corrected
frivol#V#-ed|-ed|-s|-ing: num/inf corrected
friz#Ns#-s: num/inf corrected
friz#V#-ed|-ed|-es|-ing: num/inf corrected
froth#V#-ed|-ed|-es|-ing: num/inf corrected
frowst#V#-ed|-ed|-es|-ing: num/inf corrected
fulfil#V#-ed|-ed|-s|-ing: num/inf corrected
funnel#V#-led|-led|-s|-ling: num/inf corrected
furlough#Ns#-es: num/inf corrected
gag#V#-ged|-ged|-es|-ging: num/inf corrected
gamey#A#gameier|gameiest: num/inf corrected for -ey adj.
gas#Ns#-es: num/inf corrected
gauche#A#-er|-est: num/inf corrected
genesis#Ns#geneses: num/inf corrected
geochemical#Ns#: num/inf corrected
germination#Ns#: num/inf corrected
gibbet#V#-ted|-ted|-s|-ting: num/inf corrected
girly#Ns#-s: num/inf corrected
girth#Ns#-es: num/inf corrected
girth#V#-ed|-ed|-es|-ing: num/inf corrected
gluey#A#glueier|glueiest: num/inf corrected for -ey adj.
goddam#A#: entry deleted
goddamn#A#: entry deleted
goldsmith#Ns#-es: num/inf corrected
gossip#V#-ed|-ed|-s|-ing: num/inf corrected
gravel#V#-led|-led|-s|-ling: num/inf corrected
grille#V#-ed|-ed|-s|-ing: num/inf corrected
gunslinger#Ns#gunmen: num/inf corrected
gunsmith#Ns#-es: num/inf corrected
hades#Ns#-es: num/inf corrected
hanky#Ns#-s: num/inf corrected
have#X#: entry deleted
having#X#: entry deleted
hear#V#-d|-d|-s|-ing: num/inf corrected
heath#Ns#-es: num/inf corrected
hedgehop#V#-ed|-ed|-s|-ing: num/inf corrected
hegemony#Ns#-s: num/inf corrected
hibernation#Ns#: num/inf corrected
hiccup#V#-ped~-ed|-ped~-ed|-s|-ping~-ing: num/inf corrected
hieroglyph#Ns#-es: num/inf corrected
himanise#V#-d|-d|-s|humanising: entry deleted
hipbath#Ns#-es: num/inf corrected
histamine#Ns#: inf corrected for prefixed forms
hocus#V#-ed|-ed|-es|-ing: num/inf corrected
hollo#V#-ed|-ed|-es|-ing: num/inf corrected
homey#A#homeier|homeiest: num/inf corrected for -ey adj.
homiletics#Ns#-es: num/inf corrected
honesty#Ns#: inf corrected for prefixed forms
hoodoo#V#-d|-d|-s|-ing: num/inf corrected
hookey#A#: num/inf corrected
hooky#A#: num/inf corrected
horsey#A#horseier|horseiest: num/inf corrected for -ey adj.
hospitality#Ns#: num/inf corrected
hothouse#Ns#-es: num/inf corrected
hundredth#Ns#: num/inf corrected
hundredths#Np#: entry deleted
hyacinth#Ns#-es: num/inf corrected
hydropower#Ns#: inf corrected for prefixed forms
hydrotherapy#Ns#: inf corrected for prefixed forms
hypertension#Ns#: inf corrected for prefixed forms
hyphenation#Ns#: num/inf corrected
hypotenuse#Ns#-es: num/inf corrected
imagination#Ns#: num/inf corrected
imago#Ns#-es,imagines: num/inf corrected
imbalance#Ns#: inf corrected for prefixed forms
immateriality#Ns#: inf corrected for prefixed forms
immature#A#: inf corrected for prefixed forms
immediately#X#: entry deleted
immobility#Ns#: inf corrected for prefixed forms
imperil#V#-ed|-ed|-s|-ing: num/inf corrected
impolite#A#: inf corrected for prefixed forms
importance#Ns#: inf corrected for prefixed forms
importunities#Np#: entry deleted
importunity#Ns#: num/inf corrected
impracticability#Ns#: inf corrected for prefixed forms
inability#Ns#: inf corrected for prefixed forms
inaccessibility#Ns#: inf corrected for prefixed forms
inadvertency#Ns#inadverteycies: num/inf corrected
inaptitude#Ns#: inf corrected for prefixed forms
inattention#Ns#: inf corrected for prefixed forms
incandescence#Ns#: inf corrected for prefixed forms
incapacity#Ns#: inf corrected for prefixed forms
incarnation#Ns#: num/inf corrected
incidence#Ns#: inf corrected for prefixed forms
incoherence#Ns#: inf corrected for variant forms
incoherency#Ns#: inf corrected for prefixed forms
incomplete#A#: inf corrected for prefixed forms
incomprehension#Ns#: inf corrected for prefixed forms
inconsequence#Ns#: inf corrected for prefixed forms
incorrect#A#: inf corrected for prefixed forms
incorrectness#Ns#: inf corrected for prefixed forms
incredibility#Ns#: inf corrected for prefixed forms
incrimination#Ns#: num/inf corrected
indecision#Ns#: inf corrected for prefixed forms
indecisiveness#Ns#: inf corrected for prefixed forms
indeterminacy#Ns#: num/inf corrected
indifference#Ns#: inf corrected for prefixed forms
indirect#A#: inf corrected for prefixed forms
indiscipline#Ns#: inf corrected for prefixed forms
indoctrination#Ns#: num/inf corrected
indulgence#Ns#: num/inf corrected
indulgency#Ns#: inf corrected for variant forms
ineligible#Ns#: inf corrected for prefixed forms
inexact#A#: inf corrected for prefixed forms
inexactitude#Ns#: inf corrected for prefixed forms
inexpedience#Ns#: inf corrected for prefixed forms
inexpediency#Ns#: inf corrected for prefixed forms
inexperience#Ns#: inf corrected for prefixed forms
infiltration#Ns#: inf corrected for prefixed forms
infraction#Ns#: inf corrected for prefixed forms
ingratitude#Ns#: inf corrected for prefixed forms
inhalation#Ns#: inf corrected for prefixed forms
inquietude#Ns#: inf corrected for prefixed forms
insecure#A#: inf corrected for prefixed forms
insemination#Ns#: num/inf corrected
insensibility#Ns#: inf corrected for prefixed forms
insensitivity#Ns#: inf corrected for prefixed forms
insignificance#Ns#: inf corrected for prefixed forms
insincere#A#: inf corrected for prefixed forms
insincerity#Ns#: inf corrected for prefixed forms
instil#V#-ed|-ed|-s|-ing: num/inf corrected
insufficiency#Ns#: inf corrected for prefixed forms
integration#Ns#: num/inf corrected
intercommunication#Ns#: inf corrected for prefixed forms
interdependence#Ns#: inf corrected for prefixed forms
internationalism#Ns#: num/inf corrected
internationality#Ns#: inf corrected for prefixed forms
interposition#Ns#: inf corrected for prefixed forms
inthral#V#-ed|-ed|-s|-ing: num/inf corrected
intoxication#Ns#: num/inf corrected
invalidity#Ns#: inf corrected for prefixed forms
invariable#Ns#: inf corrected for prefixed forms
invariant#Ns#: inf corrected for prefixed forms
invisibility#Ns#: inf corrected for prefixed forms
ionization#Ns#: inf corrected for prefixed forms
irrational#Ns#: inf corrected for prefixed forms
irresponsibility#Ns#: inf corrected for prefixed forms
jackanapes#Ns#-es: num/inf corrected
jewel#V#-ed|-ed|-s|-ing: num/inf corrected
jewfish#Ns#-s: num/inf corrected
jib#V#-bed|-bed|-s|-ing: num/inf corrected
journalism#Ns#: inf corrected for prefixed forms
jovialities#Np#: entry deleted
joviality#Ns#: num/inf corrected
junky#Ns#-s: num/inf corrected
kennel#V#-ed|-ed|-s|-ing: num/inf corrected
keypunch#Ns#-s: num/inf corrected
kibitz#V#-ed|-ed|-s|-ing: num/inf corrected
kibosh#Ns#-s: num/inf corrected
kiddy#Ns#-s: num/inf corrected
kidnap#V#-ed|-ed|-s|-ing: num/inf corrected
kirsch#Ns#-s: num/inf corrected
lambaste#V#-ed|-ed|-s|-ing: num/inf corrected
largesse#Ns#-es: num/inf corrected
larrup#V#-ped|-ped|-s|-ping: num/inf corrected
latency#Ns#-s: num/inf corrected
legality#Ns#: inf corrected for prefixed forms
libel#V#-led|-led|-s|-ling: num/inf corrected
liberation#Ns#: inf corrected for prefixed forms
liquefy#V#liquefied|liquefied|liquefies|-ying: num/inf corrected
lithography#Ns#: num/inf corrected
livery#Ns#: inf corrected for prefixed forms
loach#Ns#-s: num/inf corrected
locksmith#Ns#-es: num/inf corrected
locomotor#A#: POS corrected
logarithm#Ns#: inf corrected for prefixed forms
loincloth#Ns#-es: num/inf corrected
looney#A#: num/inf corrected
looney#Ns#loonies: num/inf corrected
loony#A#: num/inf corrected
lotus#Ns#-s: num/inf corrected
luckiness#Ns#: inf corrected for prefixed forms
lustre#Ns#: inf corrected for variant forms
macroeconomy#Ns#: inf corrected for prefixed forms
maladministration#Ns#: inf corrected for prefixed forms
malnutrition#Ns#: inf corrected for prefixed forms
maltreatment#Ns#: inf corrected for prefixed forms
manganese#Ns#: num/inf corrected
manoeuvre#V#-ed|-ed|-s|-ing: num/inf corrected
maraschino#Ns#: entry deleted
marketing#Ns#: inf corrected for prefixed forms
marquetrie#Ns#: num/inf corrected
marquetry#Ns#: num/inf corrected
marshal#V#-ed|-ed|-s|-ing: num/inf corrected
marvel#V#-ed|-ed|-s|-ing: num/inf corrected
masonry#Ns#-s: num/inf corrected
massif#Ns#massives: num/inf corrected
mastitis#Ns#-mastitides: num/inf corrected
materialism#Ns#: inf corrected for prefixed forms
matey#A#mateier|mateiest: num/inf corrected for -ey adj.
matte#V#-ed|-ed|-s|-ing: num/inf corrected
mediation#Ns#: num/inf corrected
memorise#V#-d|-d|-s|memorizing: num/inf corrected
memorize#V#-d|-d|-s|memorising: num/inf corrected
mensuration#Ns#: inf corrected for prefixed forms
metal#V#-ed|-ed|-s|-ing: num/inf corrected
metathesis#Ns#-metatheses: num/inf corrected
metre#Ns#: inf corrected for variant forms
microbiology#Ns#: inf corrected for prefixed forms
militarism#Ns#: num/inf corrected
minus#Ns#: inf corrected for prefixed forms
misbecome#V#misbecamed|-|-s|misbecoming: num/inf corrected
miscegenation#Ns#: num/inf corrected
misconceive#V#-d|-d|-s|meisconceiving: num/inf corrected
misconduct#Ns#: inf corrected for prefixed forms
misdiagnosis#Ns#-es: inf corrected for prefixed forms
misdirection#Ns#: inf corrected for prefixed forms
misgive#V#misagave|-n|-s|misgiving: num/inf corrected
misgovernment#Ns#: inf corrected for prefixed forms
mismanagement#Ns#: inf corrected for prefixed forms
misplacement#Ns#: inf corrected for prefixed forms
mobility#Ns#-s: num/inf corrected
mobilization#Ns#: inf corrected for prefixed form
model#V#-led~-ed|-led~-ed|-s|-ling~-ing: inf corrected for prefixed forms
modesty#Ns#: inf corrected for prefixed forms
moo#V#-ed|-ed|-es|-ing: num/inf corrected
mooncalf#Ns#-s: num/inf corrected
mudfish#Ns#-s: num/inf corrected
municipality#Ns#-s: num/inf corrected
mutation#Ns#: inf corrected for prefixed forms
nationalism#Ns#: num/inf corrected
naturalism#Ns#: num/inf corrected
naturalization#Ns#: inf corrected for prefixed form
nautch#Ns#-s: num/inf corrected
nebbish#Ns#-s: num/inf corrected
negation#Ns#: inf corrected for prefixed forms
neighbourhood#Ns#: inf corrected for variant forms
neocortex#Ns#-es: inf corrected for prefixed forms
nett#V#-ted|-ted|-s|-ting: num/inf corrected
nickel#V#-ed|-ed|-s|-ing: num/inf corrected
nineteenth#Ns#: num/inf corrected
nineteenths#Np#: entry deleted
ninetieth#Ns#: num/inf corrected
ninetieths#Np#: entry deleted
ninth#Ns#: num/inf corrected
ninths#Np#: entry deleted
nonalignment#Ns#: inf corrected for prefixed forms
nonconfidence#Ns#: inf corrected for prefixed forms
noncooperation#Ns#: inf corrected for prefixed forms
nondelivery#Ns#: inf corrected for prefixed forms
nonfiction#Ns#: inf corrected for prefixed forms
noninterference#Ns#: inf corrected for prefixed forms
nonintervention#Ns#: inf corrected for prefixed forms
nonobservance#Ns#: inf corrected for prefixed forms
nonpayment#Ns#: inf corrected for prefixed forms
nonperformance#Ns#: inf corrected for prefixed forms
nonplus#V#-ed~-sed|-ed~-sed|-es|-ing~-sing: num/inf corrected
nonresidence#Ns#: inf corrected for prefixed forms
nonresistance#Ns#: inf corrected for prefixed forms
nonsocialist#Ns#: inf corrected for prefixed forms
nonsuch#Ns#-s: num/inf corrected
nosey#A#noseier|noseiest: num/inf corrected for -ey adj.
nosh#V#-ed|-ed|-s|-ing: num/inf corrected
nuclear#Ns#: inf corrected for prefixed forms
nutrition#Ns#: inf corrected for prefixed forms
odorize#V#-d|-d|-es|odorizing: num/inf corrected
odour#Ns#: inf corrected for variant forms
oink#V#-ed|-ed|-es|-ing: num/inf corrected
organdie#Ns#: num/inf corrected
organdy#Ns#: num/inf corrected
outbrave#V#-ed|-ed|-s|-ing: num/inf corrected
outgeneral#V#-ed|-ed|-s|-ing: num/inf corrected
outmanoeuvre#V#-d|-d|-s|outmanoeuvreing: num/inf corrected
overcapitalize#V#-d~-d|-d~-d|-s~-s|overcapitalising~overcapitalizing: num/inf corrected
overestimate#Ns#: inf corrected for prefixed forms
overhear#V#-d|-d|-s|-ing: num/inf corrected
overpopulation#Ns#: inf corrected for prefixed forms
overprotection#Ns#: inf corrected for prefixed forms
oxidization#Ns#: inf corrected for prefixed form
oxygenize#V#-d|-d|-s|oxuygenizing: num/inf corrected
pagination#Ns#: num/inf corrected
paintbrush#Ns#-s: num/inf corrected
palais#Ns#-.-es: num/inf corrected
